isolate,genus,extr_spec,corr_spec,mlst_ST,updated_ST,dnaA,fusA,gyrB,leuS,pyrG,rplB,rpoB,ST,format,type,num_seqs,sum_len,min_len,avg_len,max_len,Q1,Q2,Q3,sum_gap,N50,Q20...,Q30...,AvgQual,GC...,merge_ST
Enterobacter_hormaechei_S43-1.fa,ecloacae,hormaechei,hormaechei,550,550,179,4,4,6,112,4,6,550,FASTA,DNA,46,4926902,272,"107,106.6","1,020,459",492,"3,450.5","104,299",0,756600,0,0,0,55.52,179_4_4_6_112_4_6
Enterobacter_hormaechei_S74-2.fa,ecloacae,hormaechei,hormaechei,550,550,179,4,4,6,112,4,6,550,FASTA,DNA,46,4926906,280,"107,106.7","997,143",515,"3,450.5","104,299",0,514993,0,0,0,55.52,179_4_4_6_112_4_6
Enterobacter_hormaechei_SCEH020042.fa,ecloacae,hormaechei,hormaechei,145,145,59,40,82,9,67,6,6,145,FASTA,DNA,3,5149962,"45,048","1,716,654","4,776,086","186,938","328,828","2,552,457",0,4776086,0,0,0,54.58,59_40_82_9_67_6_6
Enterobacter_hormaechei_SH19PTE2.fa,ecloacae,hormaechei,hormaechei,109,109,67,20,20,44,45,4,32,109,FASTA,DNA,7,5178699,"2,317","739,814.1","4,739,190","2,841.5","44,286","193,611.5",0,4739190,0,0,0,54.88,67_20_20_44_45_4_32
Enterobacter_hormaechei_SRU4.4.fa,ecloacae,hormaechei,NA,-,0,437,231,5,530,428,4,173,NA,FASTA,DNA,1,4661946,"4,661,946","4,661,946","4,661,946","4,661,946","4,661,946","4,661,946",0,4661946,0,0,0,50.92,437_231_5_530_428_4_173
Enterobacter_hormaechei_ST3.fa,ecloacae,hormaechei,hormaechei,346,346,4,89,4,6,37,4,78,346,FASTA,DNA,6,4815521,839,"802,586.8","4,805,842",861,"1,600.5","4,778",0,4805842,0,0,0,55.4,4_89_4_6_37_4_78
Enterobacter_hormaechei_STN0717-64.fa,ecloacae,hormaechei,hormaechei,133,133,11,4,4,13,39,4,9,133,FASTA,DNA,3,5274269,"2,511","1,758,089.7","4,979,003","147,633","292,755","2,635,879",0,4979003,0,0,0,54.91,11_4_4_13_39_4_9
Enterobacter_hormaechei_SZECL.fa,ecloacae,hormaechei,hormaechei,231,231,46,20,20,96,45,29,54,231,FASTA,DNA,29,4893955,655,"168,757.1","1,425,454","4,865","26,243","119,641",0,1154127,0,0,0,54.85,46_20_20_96_45_29_54
Enterobacter_hormaechei_Surv196.fa,ecloacae,hormaechei,hormaechei,1480,1480,4,37,407,13,11,4,6,1480,FASTA,DNA,22,4619962,"1,079","209,998.3","779,731","16,371","102,826.5","307,328",0,520906,0,0,0,55.65,4_37_407_13_11_4_6
Enterobacter_hormaechei_TFKP67.fa,ecloacae,hormaechei,hormaechei,974,974,53,35,148,44,45,4,6,974,FASTA,DNA,50,4678579,216,"93,571.6","607,272","1,496","27,556","150,795",0,247603,0,0,0,55.43,53_35_148_44_45_4_6
Enterobacter_hormaechei_TUECL19001.fa,ecloacae,hormaechei,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,4,5039781,"2,495","1,259,945.3","4,850,969","34,385.5","93,158.5","2,485,505",0,4850969,0,0,0,54.93,8_9_6_9_9_6_8
Enterobacter_hormaechei_TUECL19002.fa,ecloacae,hormaechei,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,5,5045907,"2,495","1,009,181.4","4,815,189","36,549","66,276","125,398",0,4815189,0,0,0,54.93,8_9_6_9_9_6_8
Enterobacter_hormaechei_TUECL19003.fa,ecloacae,hormaechei,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,4,5034377,"2,495","1,258,594.3","4,850,922","34,385.5","90,480","2,482,803",0,4850922,0,0,0,54.93,8_9_6_9_9_6_8
Enterobacter_hormaechei_TUECL19004.fa,ecloacae,hormaechei,hormaechei,66,66,52,21,20,44,45,4,6,66,FASTA,DNA,13,5291286,387,"407,022","4,084,824","1,549","24,312","107,366",0,4084824,0,0,0,54.62,52_21_20_44_45_4_6
Enterobacter_hormaechei_UCI101.fa,ecloacae,hormaechei,hormaechei,141,141,62,4,4,76,78,4,44,141,FASTA,DNA,2,4683023,"4,744","2,341,511.5","4,678,279","4,744","2,341,511.5","4,678,279",0,4678279,0,0,0,55.23,62_4_4_76_78_4_44
Enterobacter_hormaechei_UCI147.fa,ecloacae,hormaechei,hormaechei,108,108,68,8,75,63,65,34,35,108,FASTA,DNA,7,4925292,"1,140","703,613.1","2,486,456","4,019","7,789","1,210,934.5",0,2486456,0,0,0,54.98,68_8_75_63_65_34_35
Enterobacter_hormaechei_UCI148.fa,ecloacae,hormaechei,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,4,5042869,"1,365","1,260,717.3","4,886,704","3,933","77,400","2,517,501.5",0,4886704,0,0,0,53.87,8_9_6_9_9_6_8
Enterobacter_hormaechei_UCI161.fa,ecloacae,hormaechei,hormaechei,50,50,4,4,4,6,37,4,25,50,FASTA,DNA,1,4802325,"4,802,325","4,802,325","4,802,325","4,802,325","4,802,325","4,802,325",0,4802325,0,0,0,54.9,4_4_4_6_37_4_25
Enterobacter_hormaechei_UCI169.fa,ecloacae,hormaechei,hormaechei,-,2617,58,4,374,304,43,4,25,NA,FASTA,DNA,10,4767568,"1,028","476,756.8","4,624,561","1,830","4,765.5","6,120",0,4624561,0,0,0,55.26,58_4_374_304_43_4_25
Enterobacter_hormaechei_UCI173.fa,ecloacae,hormaechei,hormaechei,62,62,48,4,15,42,39,4,9,62,FASTA,DNA,1,4712096,"4,712,096","4,712,096","4,712,096","4,712,096","4,712,096","4,712,096",0,4712096,0,0,0,55.31,48_4_15_42_39_4_9
Enterobacter_hormaechei_UCI174.fa,ecloacae,hormaechei,hormaechei,-,0,59,40,113,468,70,6,6,NA,FASTA,DNA,10,4576232,"1,246","457,623.2","4,544,335","2,775","3,567.5","5,092",0,4544335,0,0,0,54.56,59_40_113_468_70_6_6
Enterobacter_hormaechei_UCI175.fa,ecloacae,hormaechei,hormaechei,-,1902,114,9,62,163,35,23,334,NA,FASTA,DNA,2,4877549,"2,109","2,438,774.5","4,875,440","2,109","2,438,774.5","4,875,440",0,4875440,0,0,0,54.51,114_9_62_163_35_23_334
Enterobacter_hormaechei_UCI85.fa,ecloacae,hormaechei,hormaechei,805,805,49,20,19,305,45,24,32,805,FASTA,DNA,6,4657714,"3,667","776,285.7","3,414,162","38,340","90,021","1,021,503",0,3414162,0,0,0,55.28,49_20_19_305_45_24_32
Enterobacter_hormaechei_UCI86.fa,ecloacae,hormaechei,hormaechei,805,805,49,20,19,305,45,24,32,805,FASTA,DNA,7,4683115,"3,479","669,016.4","2,463,369","56,405","568,767","767,345",0,2463369,0,0,0,55.24,49_20_19_305_45_24_32
Enterobacter_hormaechei_UCICRE-131.fa,ecloacae,hormaechei,hormaechei,-,0,437,231,211,530,78,34,293,NA,FASTA,DNA,3,4751140,"54,417","1,583,713.3","4,568,226","91,457","128,497","2,348,361.5",0,4568226,0,0,0,55.22,437_231_211_530_78_34_293
Enterobacter_hormaechei_UCICRE-132.fa,ecloacae,hormaechei,hormaechei,528,528,95,56,112,116,104,4,63,528,FASTA,DNA,9,5067990,"1,264","563,110","4,319,761","6,188","72,668","237,439",0,4319761,0,0,0,54.41,95_56_112_116_104_4_63
Enterobacter_hormaechei_UCICRE_11.fa,ecloacae,hormaechei,hormaechei,346,346,4,89,4,6,37,4,78,346,FASTA,DNA,3,4914288,"4,147","1,638,096","3,729,266","592,511","1,180,875","2,455,070.5",0,3729266,0,0,0,55.3,4_89_4_6_37_4_78
Enterobacter_hormaechei_UCICRE_5.fa,ecloacae,hormaechei,hormaechei,190,190,9,4,15,6,37,4,9,190,FASTA,DNA,3,5062861,"2,022","1,687,620.3","5,057,731","2,565","3,108","2,530,419.5",0,5057731,0,0,0,55.02,9_4_15_6_37_4_9
Enterobacter_hormaechei_UCI_23.fa,ecloacae,hormaechei,hormaechei,740,740,51,4,14,6,11,4,25,740,FASTA,DNA,5,4964138,"1,045","992,827.6","4,805,714","3,013","4,095","150,271",0,4805714,0,0,0,55.44,51_4_14_6_11_4_25
Enterobacter_hormaechei_UCI_30.fa,ecloacae,hormaechei,hormaechei,742,742,66,4,4,171,187,4,25,742,FASTA,DNA,9,4688814,"1,796","520,979.3","2,020,189","75,909","118,508","446,996",0,1740275,0,0,0,55.6,66_4_4_171_187_4_25
Enterobacter_hormaechei_UCI_35.fa,ecloacae,hormaechei,hormaechei,127,127,46,20,74,44,45,24,6,127,FASTA,DNA,7,4589093,"1,292","655,584.7","2,494,817","4,474.5","45,641","1,019,197",0,2494817,0,0,0,55.17,46_20_74_44_45_24_6
Enterobacter_hormaechei_UCI_36.fa,ecloacae,hormaechei,hormaechei,127,127,46,20,74,44,45,24,6,127,FASTA,DNA,11,4756229,"1,488","432,384.5","1,519,809","6,076","179,787","760,064",0,1156407,0,0,0,55.1,46_20_74_44_45_24_6
Enterobacter_hormaechei_WCHEH020038.fa,ecloacae,hormaechei,hormaechei,418,418,53,35,154,44,45,4,6,418,FASTA,DNA,5,5081310,"46,161","1,016,262","4,535,860","88,009","114,700","296,580",0,4535860,0,0,0,54.83,53_35_154_44_45_4_6
Enterobacter_hormaechei_WCHEH090004.fa,ecloacae,hormaechei,hormaechei,1160,1160,330,20,148,44,45,4,6,1160,FASTA,DNA,42,4449711,204,"105,945.5","548,626",757,"27,435.5","146,688",0,302603,0,0,0,55.51,330_20_148_44_45_4_6
Enterobacter_hormaechei_WCHEH090007.fa,ecloacae,hormaechei,hormaechei,1350,1350,58,22,14,6,39,4,9,1350,FASTA,DNA,44,4661674,243,"105,947.1","685,935","1,147","6,559.5","131,494.5",0,372886,0,0,0,55.66,58_22_14_6_39_4_9
Enterobacter_hormaechei_WCHEH090011.fa,ecloacae,hormaechei,hormaechei,171,171,49,21,19,44,45,12,32,171,FASTA,DNA,3,4788630,"46,161","1,596,210","4,639,926","74,352","102,543","2,371,234.5",0,4639926,0,0,0,55.21,49_21_19_44_45_12_32
Enterobacter_hormaechei_WCHEH090012.fa,ecloacae,hormaechei,hormaechei,-,106,58,41,14,6,69,4,6,NA,FASTA,DNA,41,4604277,262,"112,299.4","708,895","1,564","25,774","110,938",0,467451,0,0,0,55.62,58_41_14_6_69_4_6
Enterobacter_hormaechei_WCHEH090018.fa,ecloacae,hormaechei,hormaechei,1439,1439,178,4,4,6,92,4,6,1439,FASTA,DNA,28,4599290,241,"164,260.4","729,298","1,365","51,569","264,390",0,504485,0,0,0,55.58,178_4_4_6_92_4_6
Enterobacter_hormaechei_WCHEH090042.fa,ecloacae,hormaechei,hormaechei,828,828,9,4,14,61,257,4,9,828,FASTA,DNA,48,4593505,219,"95,698","675,394","1,464","25,849","154,276",0,271909,0,0,0,55.5,9_4_14_61_257_4_9
Enterobacter_hormaechei_WCHEH090060.fa,ecloacae,hormaechei,hormaechei,550,550,179,4,4,6,112,4,6,550,FASTA,DNA,47,4662988,204,"99,212.5","582,496","1,023","10,820","105,536.5",0,391887,0,0,0,55.67,179_4_4_6_112_4_6
Enterobacter_hormaechei_WHC10.fa,ecloacae,hormaechei,hormaechei,947,947,49,181,20,118,279,124,32,947,FASTA,DNA,48,4920865,513,"102,518","1,963,383","1,721.5","8,541","66,948",0,460212,0,0,0,54.86,49_181_20_118_279_124_32
Enterobacter_hormaechei_WHC171.fa,ecloacae,hormaechei,hormaechei,113,113,4,22,68,69,37,4,24,113,FASTA,DNA,24,4637831,531,"193,243","1,240,051",950,"43,091.5","235,772.5",0,691547,0,0,0,55.6,4_22_68_69_37_4_24
Enterobacter_hormaechei_WHC181.fa,ecloacae,hormaechei,hormaechei,-,2614,52,20,9,44,45,4,6,NA,FASTA,DNA,40,4762735,531,"119,068.4","588,546","1,766","27,249.5","171,372",0,356664,0,0,0,55.32,52_20_9_44_45_4_6
Enterobacter_hormaechei_WHC182.fa,ecloacae,hormaechei,hormaechei,109,109,67,20,20,44,45,4,32,109,FASTA,DNA,46,4740082,587,"103,045.3","799,203","1,223","18,166","113,966",0,461019,0,0,0,55.2,67_20_20_44_45_4_32
Enterobacter_hormaechei_Y-2.fa,ecloacae,hormaechei,hormaechei,114,114,53,35,20,44,45,4,6,114,FASTA,DNA,4,4732597,"2,391","1,183,149.3","4,653,407","18,960.5","38,399.5","2,347,338",0,4653407,0,0,0,55.32,53_35_20_44_45_4_6
Enterobacter_hormaechei_Y2152.fa,ecloacae,hormaechei,hormaechei,303,303,53,20,19,44,45,57,6,303,FASTA,DNA,4,5095324,"2,495","1,273,831","4,783,459","4,235.5","154,685","2,543,426.5",0,4783459,0,0,0,54.82,53_20_19_44_45_57_6
Enterobacter_hormaechei_Y233.fa,ecloacae,hormaechei,hormaechei,461,461,9,4,14,6,37,4,9,461,FASTA,DNA,4,5187144,"2,507","1,296,786","4,719,755","72,532","232,441","2,521,040",0,4719755,0,0,0,54.95,9_4_14_6_37_4_9
Enterobacter_hormaechei_Y323.fa,ecloacae,hormaechei,hormaechei,303,303,53,20,19,44,45,57,6,303,FASTA,DNA,4,5185408,"2,495","1,296,352","4,782,705","4,235.5","200,104","2,588,468.5",0,4782705,0,0,0,54.83,53_20_19_44_45_57_6
Enterobacter_hormaechei_YQ13422.fa,ecloacae,hormaechei,hormaechei,51,51,4,4,4,6,37,4,6,51,FASTA,DNA,50,4939986,254,"98,799.7","1,588,493","1,360","3,896","60,475",0,881622,0,0,0,55.04,4_4_4_6_37_4_6
Enterobacter_hormaechei_YT2.fa,ecloacae,hormaechei,hormaechei,744,744,58,4,257,4,39,4,151,744,FASTA,DNA,14,4802857,"8,961","343,061.2","1,834,376","16,836","88,128","483,248",0,1139944,0,0,0,55.54,58_4_257_4_39_4_151
Enterobacter_hormaechei_YT3.fa,ecloacae,hormaechei,hormaechei,744,744,58,4,257,4,39,4,151,744,FASTA,DNA,12,4809358,"13,617","400,779.8","1,476,907","44,582.5","183,097.5","634,168.5",0,1188617,0,0,0,55.54,58_4_257_4_39_4_151
Enterobacter_hormaechei_ZHH.fa,ecloacae,hormaechei,hormaechei,97,97,59,9,62,9,62,25,6,97,FASTA,DNA,6,5415820,"2,496","902,636.7","4,951,085","45,739","64,611.5","287,277",0,4951085,0,0,0,54.51,59_9_62_9_62_25_6
Enterobacter_hormaechei_e1025.fa,ecloacae,hormaechei,hormaechei,134,134,4,4,13,4,39,4,25,134,FASTA,DNA,42,5057026,356,"120,405.4","726,207","4,570","51,173.5","149,534",0,409429,0,0,0,55.03,4_4_13_4_39_4_25
Enterobacter_hormaechei_e1069.fa,ecloacae,hormaechei,hormaechei,-,50,4,4,4,6,37,4,25,NA,FASTA,DNA,43,4805439,319,"111,754.4","815,553","11,328","50,655","116,124",0,306990,0,0,0,55.32,4_4_4_6_37_4_25
Enterobacter_hormaechei_e1101.fa,ecloacae,hormaechei,hormaechei,68,68,7,8,5,7,15,6,7,68,FASTA,DNA,40,4795310,303,"119,882.8","631,372","10,041","50,301.5","186,176",0,326933,0,0,0,55.44,7_8_5_7_15_6_7
Enterobacter_hormaechei_e1109.fa,ecloacae,hormaechei,hormaechei,68,68,7,8,5,7,15,6,7,68,FASTA,DNA,41,4787547,501,"116,769.4","733,181","9,061","33,082","172,086",0,391296,0,0,0,55.44,7_8_5_7_15_6_7
Enterobacter_hormaechei_e1127.fa,ecloacae,hormaechei,hormaechei,133,133,11,4,4,13,39,4,9,133,FASTA,DNA,24,4940216,"1,457","205,842.3","1,553,783","16,538.5","100,637.5","259,680",0,522311,0,0,0,55.4,11_4_4_13_39_4_9
Enterobacter_hormaechei_e1130.fa,ecloacae,hormaechei,hormaechei,114,114,53,35,20,44,45,4,6,114,FASTA,DNA,39,4938415,769,"126,626","919,937","11,316","74,544","178,964",0,248410,0,0,0,55.09,53_35_20_44_45_4_6
Enterobacter_hormaechei_e1150.fa,ecloacae,hormaechei,hormaechei,785,785,4,4,4,6,92,30,25,785,FASTA,DNA,13,4609047,"21,104","354,542.1","1,379,626","92,145","297,919","404,979",0,682137,0,0,0,55.6,4_4_4_6_92_30_25
Enterobacter_hormaechei_e1163.fa,ecloacae,hormaechei,hormaechei,50,50,4,4,4,6,37,4,25,50,FASTA,DNA,37,4849604,322,"131,070.4","828,490","21,156","71,823","175,873",0,329254,0,0,0,55.33,4_4_4_6_37_4_25
Enterobacter_hormaechei_e1202.fa,ecloacae,hormaechei,hormaechei,787,787,59,9,277,307,87,6,6,787,FASTA,DNA,32,4499414,401,"140,606.7","457,941","34,364","85,481.5","229,545.5",0,293244,0,0,0,55.35,59_9_277_307_87_6_6
Enterobacter_hormaechei_e1219.fa,ecloacae,hormaechei,hormaechei,135,135,59,47,59,9,62,23,6,135,FASTA,DNA,49,4816242,430,"98,290.7","502,797","8,465","49,960","123,146",0,253049,0,0,0,54.91,59_47_59_9_62_23_6
Enterobacter_hormaechei_e1238.fa,ecloacae,hormaechei,hormaechei,204,204,4,4,4,6,95,4,6,204,FASTA,DNA,33,5089766,820,"154,235.3","729,090","16,140","72,697","203,257",0,355656,0,0,0,55.32,4_4_4_6_95_4_6
Enterobacter_hormaechei_e1251.fa,ecloacae,hormaechei,hormaechei,108,108,68,8,75,63,65,34,35,108,FASTA,DNA,40,4861133,621,"121,528.3","674,350","3,836","33,972","180,649",0,362696,0,0,0,55.36,68_8_75_63_65_34_35
Enterobacter_hormaechei_e1267.fa,ecloacae,hormaechei,hormaechei,110,110,66,4,15,40,76,4,9,110,FASTA,DNA,34,4947553,360,"145,516.3","1,825,918","2,551","21,779.5","97,383",0,475601,0,0,0,55,66_4_15_40_76_4_9
Enterobacter_hormaechei_e1269.fa,ecloacae,hormaechei,hormaechei,133,133,11,4,4,13,39,4,9,133,FASTA,DNA,25,4930961,431,"197,238.4","1,541,520","17,547","55,618","316,512",0,454973,0,0,0,55.33,11_4_4_13_39_4_9
Enterobacter_hormaechei_e1272.fa,ecloacae,hormaechei,hormaechei,116,116,9,4,14,6,11,4,6,116,FASTA,DNA,19,4660814,694,"245,306","895,902","25,099","113,127","468,328.5",0,559731,0,0,0,55.65,9_4_14_6_11_4_6
Enterobacter_hormaechei_e1284.fa,ecloacae,hormaechei,hormaechei,94,94,55,36,56,59,60,4,6,94,FASTA,DNA,40,4806682,626,"120,167.1","617,801","22,500","69,961","125,855",0,303727,0,0,0,55.42,55_36_56_59_60_4_6
Enterobacter_hormaechei_e1336.fa,ecloacae,hormaechei,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,44,5049564,525,"114,762.8","739,809","9,231.5","58,178","126,032.5",0,325160,0,0,0,54.92,8_9_6_9_9_6_8
Enterobacter_hormaechei_e1343.fa,ecloacae,hormaechei,hormaechei,151,151,4,4,4,77,11,4,39,151,FASTA,DNA,21,4614489,302,"219,737.6","730,127","26,197","114,260","408,814",0,518918,0,0,0,55.78,4_4_4_77_11_4_39
Enterobacter_hormaechei_e1347.fa,ecloacae,hormaechei,hormaechei,792,792,59,9,6,9,67,37,6,792,FASTA,DNA,32,4660624,329,"145,644.5","725,031","53,813.5","115,091.5","190,102.5",0,216496,0,0,0,55.17,59_9_6_9_67_37_6
Enterobacter_hormaechei_e1351.fa,ecloacae,hormaechei,hormaechei,68,68,7,8,5,7,15,6,7,68,FASTA,DNA,44,4787274,732,"108,801.7","771,921","7,244.5","29,449.5","150,459",0,332727,0,0,0,55.44,7_8_5_7_15_6_7
Enterobacter_hormaechei_e1356.fa,ecloacae,hormaechei,hormaechei,90,90,58,37,4,6,42,4,25,90,FASTA,DNA,47,5021581,314,"106,842.1","914,075","5,022.5","25,280","145,499.5",0,319067,0,0,0,55.13,58_37_4_6_42_4_25
Enterobacter_hormaechei_e1391.fa,ecloacae,hormaechei,hormaechei,50,50,4,4,4,6,37,4,25,50,FASTA,DNA,43,4878038,450,"113,442.7","828,975","16,732","42,305","138,771.5",0,275458,0,0,0,55.34,4_4_4_6_37_4_25
Enterobacter_hormaechei_e1395.fa,ecloacae,hormaechei,hormaechei,133,133,11,4,4,13,39,4,9,133,FASTA,DNA,47,4943110,326,"105,172.6","1,523,166","3,611.5","11,836","72,254.5",0,459603,0,0,0,55.37,11_4_4_13_39_4_9
Enterobacter_hormaechei_e1408.fa,ecloacae,hormaechei,hormaechei,782,782,11,4,4,304,11,4,25,782,FASTA,DNA,20,4654557,"1,527","232,727.9","738,704","20,544","113,381","439,166",0,510306,0,0,0,55.68,11_4_4_304_11_4_25
Enterobacter_hormaechei_e1421.fa,ecloacae,hormaechei,hormaechei,190,190,9,4,15,6,37,4,9,190,FASTA,DNA,34,5153017,424,"151,559.3","799,133","9,496","70,271","232,324",0,377783,0,0,0,54.69,9_4_15_6_37_4_9
Enterobacter_hormaechei_e1422.fa,ecloacae,hormaechei,hormaechei,544,544,10,21,9,44,45,4,33,544,FASTA,DNA,26,4769660,313,"183,448.5","1,399,633","5,837","76,922.5","226,771",0,508213,0,0,0,55.2,10_21_9_44_45_4_33
Enterobacter_hormaechei_e1424.fa,ecloacae,hormaechei,hormaechei,177,177,9,4,14,61,89,4,9,177,FASTA,DNA,40,5342609,343,"133,565.2","868,123","14,438","40,072","137,041",0,458499,0,0,0,54.7,9_4_14_61_89_4_9
Enterobacter_hormaechei_e1454.fa,ecloacae,hormaechei,hormaechei,793,793,58,41,14,6,250,4,6,793,FASTA,DNA,27,4765306,732,"176,492.8","677,309","13,702.5","82,765","285,476.5",0,430713,0,0,0,55.38,58_41_14_6_250_4_6
Enterobacter_hormaechei_e1481.fa,ecloacae,hormaechei,hormaechei,171,171,49,21,19,44,45,12,32,171,FASTA,DNA,44,5011677,340,"113,901.8","621,970","4,123","53,006.5","155,801.5",0,284095,0,0,0,54.76,49_21_19_44_45_12_32
Enterobacter_hormaechei_e1486.fa,ecloacae,hormaechei,hormaechei,171,171,49,21,19,44,45,12,32,171,FASTA,DNA,46,5013391,487,"108,986.8","622,069","3,517","37,266.5","147,710",0,284328,0,0,0,54.76,49_21_19_44_45_12_32
Enterobacter_hormaechei_e1487.fa,ecloacae,hormaechei,hormaechei,68,68,7,8,5,7,15,6,7,68,FASTA,DNA,36,4791577,848,"133,099.4","734,576","18,348.5","50,291","195,058",0,326933,0,0,0,55.47,7_8_5_7_15_6_7
Enterobacter_hormaechei_e1521.fa,ecloacae,hormaechei,hormaechei,68,68,7,8,5,7,15,6,7,68,FASTA,DNA,34,4717058,328,"138,737","734,397","17,184","52,266","194,190",0,332714,0,0,0,55.51,7_8_5_7_15_6_7
Enterobacter_hormaechei_e1547.fa,ecloacae,hormaechei,hormaechei,116,116,9,4,14,6,11,4,6,116,FASTA,DNA,23,4769308,366,"207,361.2","932,360","5,356","75,323","223,519",0,767393,0,0,0,55.5,9_4_14_6_11_4_6
Enterobacter_hormaechei_e1554.fa,ecloacae,hormaechei,hormaechei,133,133,11,4,4,13,39,4,9,133,FASTA,DNA,36,4913339,341,"136,481.6","849,991","4,518.5","27,133.5","213,159.5",0,459768,0,0,0,55.36,11_4_4_13_39_4_9
Enterobacter_hormaechei_e1587.fa,ecloacae,hormaechei,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,38,4907545,479,"129,145.9","705,635","18,254","70,702","150,749",0,325072,0,0,0,54.98,8_9_6_9_9_6_8
Enterobacter_hormaechei_e1589.fa,ecloacae,hormaechei,hormaechei,146,146,77,4,14,79,39,4,9,146,FASTA,DNA,25,4806205,309,"192,248.2","489,333","53,015","143,928","301,845",0,363762,0,0,0,55.25,77_4_14_79_39_4_9
Enterobacter_hormaechei_e1603.fa,ecloacae,hormaechei,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,33,4843827,750,"146,782.6","705,738","29,091","75,982","163,295",0,324995,0,0,0,54.99,8_9_6_9_9_6_8
Enterobacter_hormaechei_e1605.fa,ecloacae,hormaechei,hormaechei,93,93,9,4,14,61,37,4,9,93,FASTA,DNA,25,4802016,524,"192,080.6","706,043","26,189","75,045","382,489",0,441362,0,0,0,55.43,9_4_14_61_37_4_9
Enterobacter_hormaechei_e1632.fa,ecloacae,hormaechei,hormaechei,116,116,9,4,14,6,11,4,6,116,FASTA,DNA,20,4928875,301,"246,443.8","1,008,791","15,864","103,857.5","463,265.5",0,767710,0,0,0,55.21,9_4_14_6_11_4_6
Enterobacter_hormaechei_e1635.fa,ecloacae,hormaechei,hormaechei,141,141,62,4,4,76,78,4,44,141,FASTA,DNA,34,4894705,674,"143,961.9","1,112,595","5,057","38,768","178,187",0,558100,0,0,0,55.16,62_4_4_76_78_4_44
Enterobacter_hormaechei_e1676.fa,ecloacae,hormaechei,hormaechei,66,66,52,21,20,44,45,4,6,66,FASTA,DNA,43,5132881,346,"119,369.3","695,108","2,290","20,040","142,441.5",0,342329,0,0,0,54.68,52_21_20_44_45_4_6
Enterobacter_hormaechei_e1690.fa,ecloacae,hormaechei,hormaechei,797,797,4,37,14,6,92,30,25,797,FASTA,DNA,19,4623944,"2,943","243,365.5","817,508","50,515","150,360","378,434.5",0,431788,0,0,0,55.72,4_37_14_6_92_30_25
Enterobacter_hormaechei_e1693.fa,ecloacae,hormaechei,hormaechei,346,346,4,89,4,6,37,4,78,346,FASTA,DNA,32,4764339,322,"148,885.6","499,812","21,081","112,214","188,082.5",0,399254,0,0,0,55.58,4_89_4_6_37_4_78
Enterobacter_hormaechei_e1697.fa,ecloacae,hormaechei,hormaechei,50,50,4,4,4,6,37,4,25,50,FASTA,DNA,50,4879398,310,"97,588","834,434","8,910","36,837.5","91,503",0,272069,0,0,0,55.36,4_4_4_6_37_4_25
Enterobacter_hormaechei_e1714.fa,ecloacae,hormaechei,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,44,4847096,"1,222","110,161.3","705,849","14,537.5","57,146","120,367.5",0,325110,0,0,0,54.85,8_9_6_9_9_6_8
Enterobacter_hormaechei_e1718.fa,ecloacae,hormaechei,hormaechei,798,798,252,20,20,95,45,4,32,798,FASTA,DNA,38,4655869,315,"122,522.9","641,411","6,752","49,257.5","151,500",0,306058,0,0,0,55.39,252_20_20_95_45_4_32
Enterobacter_hormaechei_e1719.fa,ecloacae,hormaechei,hormaechei,798,798,252,20,20,95,45,4,32,798,FASTA,DNA,30,4653857,329,"155,128.6","1,049,807","26,203","80,454.5","225,974",0,335286,0,0,0,55.37,252_20_20_95_45_4_32
Enterobacter_hormaechei_e1770.fa,ecloacae,hormaechei,hormaechei,104,104,59,40,76,9,70,6,6,104,FASTA,DNA,40,4809209,331,"120,230.2","1,046,317","11,034.5","60,049.5","161,699",0,211017,0,0,0,55.28,59_40_76_9_70_6_6
Enterobacter_hormaechei_e1772.fa,ecloacae,hormaechei,hormaechei,108,108,68,8,75,63,65,34,35,108,FASTA,DNA,48,4959604,825,"103,325.1","496,170","12,908","31,586","162,509.5",0,262986,0,0,0,55.14,68_8_75_63_65_34_35
Enterobacter_hormaechei_e1775.fa,ecloacae,hormaechei,hormaechei,171,171,49,21,19,44,45,12,32,171,FASTA,DNA,41,4914568,434,"119,867.5","498,325","6,007","33,528","214,125",0,334464,0,0,0,54.98,49_21_19_44_45_12_32
Enterobacter_hormaechei_e1795.fa,ecloacae,hormaechei,hormaechei,175,175,51,4,4,6,68,30,36,175,FASTA,DNA,39,5211196,347,"133,620.4","1,107,713","3,312.5","25,922","115,514.5",0,612110,0,0,0,54.85,51_4_4_6_68_30_36
Enterobacter_hormaechei_e1831.fa,ecloacae,hormaechei,hormaechei,50,50,4,4,4,6,37,4,25,50,FASTA,DNA,36,4771249,319,"132,534.7","1,059,184","23,114","72,032","171,591",0,278483,0,0,0,55.38,4_4_4_6_37_4_25
